"fips_code","county","date","total_outage","day_difference","prev_outage","prev_3day_avg_outage","mean_mean_ndvi","mean_min_ndvi","max_prcp","min_prcp","mean_prcp","max_temp_f","min_temp_f","avg_wind_speed_kts","min_rh","avg_rh","max_rh","max_wind_speed_kts","max_wind_gust_kts","density_mi2","agricultural_and_developed_vegetation","developed_and_other_human_use","forest_and_woodland","open_water","shrub_and_herb_vegetation","event_name","central_pressure"
12001,"Alachua",2023-08-27,605.25,-3,490,253.166666666667,0.395249668713481,0.13745,0.2,0,0.00833333333333333,94,70,3.124215,51.93074,75.98504,100,10.427715,15.641572,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-08-28,428.25,-2,605.25,438.833333333333,0.395249668713481,0.13745,0.22,0,0.0139130434782609,94,75,3.8234954,59.241306,81.19489,100,15.641572,21.724405,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-08-29,568.75,-1,428.25,507.833333333333,0.395249668713481,0.13745,0.64,0,0.221851851851852,92,76,3.910393,61.60946,84.40629,100,12.165668,17.379524,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-08-30,112240.25,0,568.75,534.083333333333,0.395249668713481,0.13745,1.75,0.73,1.0988,86,76,13.90362,69.799286,86.79548,96.75849,27.80724,43.44881,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-08-31,144384,1,112240.25,37745.75,0.395249668713481,0.13745,1.44,0,0.567407407407407,92,72,2.9545193,55.58441,81.70235,100,15.641572,22.593382,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-01,24105,2,144384,85731,0.395249668713481,0.13745,3.07,0,0.284583333333333,91,74,4.7793694,70.00456,91.70865,100,13.90362,19.117477,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-02,3587.75,3,24105,93576.4166666667,0.395249668713481,0.13745,5.55,0,1.93538461538462,86,72,4.6924715,64.92017,81.84672,96.69171,13.034643,17.379524,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-03,4548.25,4,3587.75,57358.9166666667,0.395249668713481,0.13745,0.16,0,0.011304347826087,90,70,3.7365978,51.93074,78.62517,100,12.165668,15.641572,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-04,185.25,5,4548.25,10747,0.395249668713481,0.13745,0,0,0,91,67,2.8676217,39.18333,71.26938,100,10.427715,13.90362,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-05,91.5,6,185.25,2773.75,0.395249668713481,0.13745,0,0,0,89,64,1.390362,49.46567,75.41658,96.59473,7.820786,14.772596,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-06,110.5,7,91.5,1608.33333333333,0.395249668713481,0.13745,0,0,0,94,68,2.085543,39.63976,73.39164,96.66443,8.689762,12.165668,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-07,1262.75,8,110.5,129.083333333333,0.395249668713481,0.13745,0,0,0,93,70,3.1283145,47.137436,73.822495,96.66443,10.427715,14.772596,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-08,585.5,9,1262.75,488.25,0.395249668713481,0.13745,0.01,0,0.000434782608695652,83,70,3.215212,66.83575,83.81135,96.69171,13.034643,20.85543,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-09,24.5,10,585.5,652.916666666667,0.395249668713481,0.13745,1.1,0,0.144583333333333,87,67,2.5200312,56.835377,80.369225,100,11.296691,16.51055,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-10,1339.5,11,24.5,624.25,0.395249668713481,0.13745,0,0,0,93,68,1.5641572,52.070503,77.82247,96.65066,8.689762,12.165668,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-11,118,12,1339.5,649.833333333333,0.395249668713481,0.13745,0.72,0,0.0429166666666667,94,70,2.9545193,52.070503,82.33963,96.678116,20.85543,32.152122,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-12,229.25,13,118,494,0.395249668713481,0.13745,0.62,0,0.211428571428571,93,67,2.3462358,50.609615,79.86717,100,13.90362,18.2485,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12001,"Alachua",2023-09-13,24.5,14,229.25,562.25,0.395249668713481,0.13745,0.59,0,0.038,93,72,2.0076761,48.77793,77.2776,96.678116,8.689762,13.034643,287.09102049489,19.5654676867973,9.97453738492236,53.0369163083763,3.85493734058965,4.55604698550112,"idalia",950
12005,"Bay",2023-08-27,10878,-3,17.5,1505,0.329934896117458,0.0576777777777778,0,0,0,99,77,3.04611993333333,37.70558,76.8267933333333,94.89095,21.724405,28.676216,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-08-28,176.75,-2,10878,3733.5,0.329934896117458,0.0576777777777778,0.94,0,0.106363636363636,97,75,4.5609797,49.207233,75.8861346666667,92.62366,15.641572,19.117477,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-08-29,468.75,-1,176.75,3690.75,0.329934896117458,0.0576777777777778,0.91,0,0.139166666666667,91,76,6.2825714,61.48733,86.1095283333333,95.47692,18,29,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-08-30,96.75,0,468.75,3841.16666666667,0.329934896117458,0.0576777777777778,2.6,0.04,0.666923076923077,94,76,9.94569633333333,54.13967,78.2430283333333,94.22723,22,29,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-08-31,216,1,96.75,247.416666666667,0.329934896117458,0.0576777777777778,0.77,0,0.155,92.3,74.7,5.35634133333333,61.48733,83.270445,100,20,25,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-01,2928,2,216,260.5,0.329934896117458,0.0576777777777778,1.92,0,0.667692307692308,88,77,5.0442717,67.60844,89.4210963333333,95.80075,13.90362,19.986454,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-02,83.5,3,2928,1080.25,0.329934896117458,0.0576777777777778,4.1,1.31,2.47846153846154,88.5,73.4,6.87286353333333,69.90216,88.88893,100,16,19,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-03,122,4,83.5,1075.83333333333,0.329934896117458,0.0576777777777778,1.65,0,0.430833333333333,88.3,74,5.64545783333333,55.28835,78.3512833333333,94.18534,12,14.772596,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-04,1304.5,5,122,1044.5,0.329934896117458,0.0576777777777778,0.01,0,0.000909090909090909,91.4,71,5.93177696666667,52.070503,72.9228046666667,93.45335,13,15.641572,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-05,283.25,6,1304.5,503.333333333333,0.329934896117458,0.0576777777777778,0,0,0,93,70,4.85514846666667,50.184208,73.3988553333333,92.15863,14,15.641572,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-06,52.5,7,283.25,569.916666666667,0.329934896117458,0.0576777777777778,0,0,0,94,71,4.27403833333333,44.149624,72.0214766666667,94.40391,12,13.90362,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-07,63,8,52.5,546.75,0.329934896117458,0.0576777777777778,0,0,0,93,73,5.28875936666667,50.46829,75.0937966666667,94.77435,12.165668,14.772596,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-08,1030,9,63,132.916666666667,0.329934896117458,0.0576777777777778,1.2,0,0.362142857142857,94,74,5.455727,45.54554,74.9680646666667,91.73045,24,28,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-09,26.25,10,1030,381.833333333333,0.329934896117458,0.0576777777777778,0.13,0,0.0125,91.8,72.7,4.67208356666667,46.698208,75.07701,96.718666,14.772596,19.117477,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-10,556.25,11,26.25,373.083333333333,0.329934896117458,0.0576777777777778,0.13,0,0.0225,94,71,4.56627866666667,45.69273,73.509032,94.18534,12.165668,15.641572,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-11,143,12,556.25,537.5,0.329934896117458,0.0576777777777778,0,0,0,91.8,71,3.82170333333333,50.184208,73.883673,94.47821,13.034643,15.641572,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-12,561.5,13,143,241.833333333333,0.329934896117458,0.0576777777777778,0.87,0,0.253571428571429,92,72,4.0464478,57.363544,83.0775246666667,96.06904,13,20,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12005,"Bay",2023-09-13,8389,14,561.5,420.25,0.329934896117458,0.0576777777777778,0.97,0,0.255714285714286,92,72,3.28110333333333,57.49431,79.5217333333333,100,13.90362,16.51055,119.329785448888,2.95517595276004,11.845482352823,50.9719717859469,25.9150732222652,2.39280350783789,"idalia",950
12007,"Bradford",2023-08-28,0,-2,0.5,20.8333333333333,0.419421730523627,0.205244444444444,0,0,0,91.4,73.4,5.529617,62.898647,88.02722,100,15,22,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-08-29,88.25,-1,0,20.6666666666667,0.419421730523627,0.205244444444444,0.15,0.15,0.15,93.2,73.4,4.0174217,55.77155,89.044495,100,17,22,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-08-30,13024,0,88.25,29.5833333333333,0.419421730523627,0.205244444444444,1.8,1.8,1.8,86,75.2,15.449477,74.60542,95.30254,100,29,38,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-08-31,4504,1,13024,4370.75,0.419421730523627,0.205244444444444,0.18,0.18,0.18,91.4,71.6,3.2857144,43.608177,83.38609,100,9,15,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-09-01,8,2,4504,5872.08333333333,0.419421730523627,0.205244444444444,0,0,0,86,73.4,6.076655,83.88154,98.386795,100,15,18,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-09-02,12.5,3,8,5845.33333333333,0.419421730523627,0.205244444444444,0.55,0.55,0.55,87.8,73.4,5.773519,58.549522,88.459915,100,13,18,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-09-04,8,5,19,13.1666666666667,0.419421730523627,0.205244444444444,0,0,0,87.8,66.2,3.9407666,31.173027,70.84575,100,9,12,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-09-06,0,7,4.75,10.5833333333333,0.419421730523627,0.205244444444444,0,0,0,91.4,68,2.522648,36.080517,77.39947,100,8,12,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-09-07,3,8,0,4.25,0.419421730523627,0.205244444444444,0,0,0,93.2,68,2.4111497,36.354786,77.5693,100,7,11,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-09-08,11.75,9,3,2.58333333333333,0.419421730523627,0.205244444444444,0,0,0,82.4,69.8,3.317073,61.58435,89.23049,100,13,17,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-09-09,17,10,11.75,4.91666666666667,0.419421730523627,0.205244444444444,0,0,0,86,66.2,3.2299652,51.724586,83.29496,100,9,11,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-09-10,7,11,17,10.5833333333333,0.419421730523627,0.205244444444444,0,0,0,91.4,69.8,2.84669,40.958687,78.86968,100,8,13,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-09-11,18,12,7,11.9166666666667,0.419421730523627,0.205244444444444,0,0,0,93.2,69.8,3.261324,43.876274,87.086815,100,23,31,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-09-12,9.75,13,18,14,0.419421730523627,0.205244444444444,1.85,1.85,1.85,91.4,66.2,2.672474,52.481148,87.19743,100,20,17,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12007,"Bradford",2023-09-13,7.25,14,9.75,11.5833333333333,0.419421730523627,0.205244444444444,0.53,0.53,0.53,89.6,69.8,2.1602788,49.103626,85.95099,100,7,10,94.082294402094,13.4616162959451,7.55254378407757,61.6326011413637,2.08926227659857,0.616243907233841,"idalia",950
12009,"Brevard",2023-08-27,262.25,-3,383.25,1122.08333333333,0.378616605253158,0.0488222222222222,0.16,0,0.00432432432432432,93.2,72.5,6.1209643,56.010715,77.882634,96.097694,20,24.331335,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-08-28,957,-2,262.25,392.583333333333,0.378616605253158,0.0488222222222222,0.72,0,0.12875,93.2,75,5.40220104,56.010715,78.2987302,97.69018,13.90362,19.986454,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-08-29,2105,-1,957,534.166666666667,0.378616605253158,0.0488222222222222,0.74,0,0.153333333333333,95,75.2,6.43303278,56.010715,81.3109912,100,21.724405,32.152122,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-08-30,10502.75,0,2105,1108.08333333333,0.378616605253158,0.0488222222222222,0.87,0.03,0.343333333333333,92,77,16.3307574,60.46401,80.151771,94.26866,32.152122,49,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-08-31,3635,1,10502.75,4521.58333333333,0.378616605253158,0.0488222222222222,0.74,0,0.184594594594595,92.3,76.6,4.97019528,59.241306,85.380853,100,15,19.986454,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-01,2046,2,3635,5414.25,0.378616605253158,0.0488222222222222,1.52,0,0.542820512820513,91.4,75.4,5.78790156,59.241306,80.769181,98.01971,15.641572,19.986454,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-02,678.75,3,2046,5394.58333333333,0.378616605253158,0.0488222222222222,0.38,0,0.0289189189189189,91.4,75.7,8.54730368,43.338745,66.418508,86.04533,18,21.724405,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-03,126,4,678.75,2119.91666666667,0.378616605253158,0.0488222222222222,0.15,0,0.0234210526315789,91.4,71.8,8.73880504,38.45166,60.1047454,82.306496,17.379524,28,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-04,132.5,5,126,950.25,0.378616605253158,0.0488222222222222,0.03,0,0.00117647058823529,91.4,69,6.72261622,36.080517,59.4679858,88.61413,13.034643,17.379524,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-05,414.5,6,132.5,312.416666666667,0.378616605253158,0.0488222222222222,0.01,0,0.000294117647058824,91.4,68,4.49809664,49.362175,73.055117,95.611374,12.165668,16.51055,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-06,719,7,414.5,224.333333333333,0.378616605253158,0.0488222222222222,0,0,0,93.2,69.3,4.56797768,41.230103,70.23369,97.32142,12.165668,16.51055,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-07,774.5,8,719,422,0.378616605253158,0.0488222222222222,0,0,0,95,73,5.50670156,38.997414,71.5706842,94.14301,11.296691,16.51055,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-08,5382.25,9,774.5,636,0.378616605253158,0.0488222222222222,1.68,0,0.119189189189189,90.5,69,4.8633001,45.101376,82.2375918,100,21.724405,33.89007,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-09,3847.25,10,5382.25,2291.91666666667,0.378616605253158,0.0488222222222222,3.13,0,1.5297619047619,91.4,67,3.40121576,52.481148,78.2556704,100,12.165668,15.641572,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-10,363.25,11,3847.25,3334.66666666667,0.378616605253158,0.0488222222222222,0.65,0,0.03,93.2,71.4,4.48338524,49.619205,77.576772,100,13.034643,16.51055,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-11,1106,12,363.25,3197.58333333333,0.378616605253158,0.0488222222222222,0.01,0,0.000285714285714286,93.2,72.5,4.94621132,52.73017,77.099467,100,19,22.593382,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-12,973.5,13,1106,1772.16666666667,0.378616605253158,0.0488222222222222,0.16,0,0.0175609756097561,93.2,74.3,4.06956746,49.619205,77.543307,97.71556,18,22.593382,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12009,"Brevard",2023-09-13,980,14,973.5,814.25,0.378616605253158,0.0488222222222222,0.74,0,0.05,93.2,74.5,4.57297916,55.77155,77.2389758,97.03281,25,17.379524,389.023956146601,11.7131231695965,18.3758719003722,24.2275075587884,33.7168258242603,10.8550997705339,"idalia",950
12011,"Broward",2023-08-27,2044,-3,1429.5,2503.58333333333,0.28846929009161,0.0206277777777778,0.54,0,0.157142857142857,92,77,5.995936075,61.60946,80.151445,100,17.379524,22.593382,1483.25720164443,2.65504579104471,28.9370826657591,6.64312631307439,7.2207452643701,54.2607290820493,"idalia",950
12011,"Broward",2023-08-28,4687.25,-2,2044,1868.58333333333,0.28846929009161,0.0206277777777778,0.8,0,0.141724137931034,93,76,4.4752276,61.48733,80.020639,96.77161,19.986454,25.200312,1483.25720164443,2.65504579104471,28.9370826657591,6.64312631307439,7.2207452643701,54.2607290820493,"idalia",950
12011,"Broward",2023-08-29,8328.5,-1,4687.25,2720.25,0.28846929009161,0.0206277777777778,2.01,0.09,0.531071428571429,94,76,10.080124,61.852207,78.2700525,100,30.41417,42.579834,1483.25720164443,2.65504579104471,28.9370826657591,6.64312631307439,7.2207452643701,54.2607290820493,"idalia",950
12011,"Broward",2023-08-30,18855.25,0,8328.5,5019.91666666667,0.28846929009161,0.0206277777777778,1.95,0.01,0.283333333333333,95,82,13.317061,50.89085,71.85350375,88.90445,28.676216,43.44881,1483.25720164443,2.65504579104471,28.9370826657591,6.64312631307439,7.2207452643701,54.2607290820493,"idalia",950
12011,"Broward",2023-08-31,24023.25,1,18855.25,10623.6666666667,0.28846929009161,0.0206277777777778,0.9,0.04,0.227586206896552,97,76,6.64816095,49.349415,79.41448125,100,26.069286,33.0211,1483.25720164443,2.65504579104471,28.9370826657591,6.64312631307439,7.2207452643701,54.2607290820493,"idalia",950
12011,"Broward",2023-09-01,8485.5,2,24023.25,17069,0.28846929009161,0.0206277777777778,1.52,0.07,0.500645161290323,95,73,4.6490228,54.410088,82.39173875,100,30.41417,42.579834,1483.25720164443,2.65504579104471,28.9370826657591,6.64312631307439,7.2207452643701,54.2607290820493,"idalia",950
