"DATE","county","max_prcp","min_prcp","mean_prcp"
"2022-11-10","DeSoto County",1.75,1.75,1.75
"2022-11-10","Dixie County",1.63,1.06,1.345
"2022-11-10","Duval County",3.67,0.02,1.866
"2022-11-10","Escambia County",0.03,0,0.00357142857142857
"2022-11-10","Flagler County",2.83,1,1.91272727272727
"2022-11-10","Franklin County",0.68,0,0.34
"2022-11-10","Gadsden County",0,0,0
"2022-11-10","Gilchrist County",0.03,0.03,0.03
"2022-11-10","Glades County",2.6,2.08,2.34
"2022-11-10","Gulf County",0,0,0
"2022-11-10","Hamilton County",0.22,0.01,0.115
"2022-11-10","Hardee County",0.76,0.76,0.76
"2022-11-10","Hendry County",3.62,0.09,2.19857142857143
"2022-11-10","Hernando County",0.7,0.33,0.513333333333333
"2022-11-10","Highlands County",3.22,0,2.14111111111111
"2022-11-10","Hillsborough County",3.17,0.11,1.00975609756098
"2022-11-10","Holmes County",0.59,0,0.295
"2022-11-10","Indian River County",3.15,0.54,2.14076923076923
"2022-11-10","Jackson County",0.53,0,0.176666666666667
"2022-11-10","Jefferson County",0,0,0
"2022-11-10","Lafayette County",0,0,0
"2022-11-10","Lake County",3.55,1.14,2.25
"2022-11-10","Lee County",2.4,0.52,1.5125
"2022-11-10","Leon County",1.03,0,0.0547368421052632
"2022-11-10","Levy County",0.59,0,0.294285714285714
"2022-11-10","Liberty County",1.22,1.22,1.22
"2022-11-10","Manatee County",2.75,0.44,1.264
"2022-11-10","Marion County",2.76,0,1.2835
"2022-11-10","Martin County",3.55,1.49,2.826875
"2022-11-10","Miami-Dade County",2.23,0,0.573333333333333
"2022-11-10","Monroe County",0.1,0,0.0295652173913043
"2022-11-10","Nassau County",1.89,1.15,1.435
"2022-11-10","Okaloosa County",0.06,0,0.006875
"2022-11-10","Okeechobee County",3.05,2.6,2.825
"2022-11-10","Orange County",5.26,0.53,3.35
"2022-11-10","Osceola County",3.67,2.08,2.99625
"2022-11-10","Palm Beach County",3.53,0.25,2.27310344827586
"2022-11-10","Pasco County",5.25,0.23,1.32692307692308
"2022-11-10","Pinellas County",4.12,0.08,1.31428571428571
"2022-11-10","Polk County",2.76,0.12,1.69
"2022-11-10","Putnam County",3.33,1.29,2.30125
"2022-11-10","Santa Rosa County",0,0,0
"2022-11-10","Sarasota County",2.72,0,1.25958333333333
"2022-11-10","Seminole County",4.83,2.14,3.7347619047619
"2022-11-10","St. Johns County",2.96,1.39,2.06
"2022-11-10","St. Lucie County",3.25,0.32,1.90615384615385
"2022-11-10","Sumter County",2.23,1.1,1.7
"2022-11-10","Suwannee County",0.13,0,0.0833333333333333
"2022-11-10","Taylor County",0.05,0.05,0.05
"2022-11-10","Volusia County",4.45,0.97,2.61264705882353
"2022-11-10","Wakulla County",0,0,0
"2022-11-10","Walton County",0.04,0,0.008
"2022-11-10","Washington County",0,0,0
"2022-11-11","Alachua County",3.7,0,2.48444444444444
"2022-11-11","Baker County",1.72,1.25,1.45666666666667
"2022-11-11","Bay County",1.23,0.03,0.634
"2022-11-11","Brevard County",0.54,0,0.154
"2022-11-11","Broward County",0.24,0,0.0514285714285714
"2022-11-11","Charlotte County",1.31,0.13,0.775333333333333
"2022-11-11","Citrus County",2.59,0.7,1.6975
"2022-11-11","Clay County",2.99,0.11,1.19818181818182
"2022-11-11","Collier County",0.66,0,0.22
"2022-11-11","Columbia County",2.8,1.86,2.26
"2022-11-11","DeSoto County",0.43,0.43,0.43
"2022-11-11","Dixie County",2.39,0.27,1.33
"2022-11-11","Duval County",1.72,0,0.700416666666667
"2022-11-11","Escambia County",0.04,0,0.00642857142857143
"2022-11-11","Flagler County",1,0,0.2025
"2022-11-11","Franklin County",0.75,0.02,0.385
"2022-11-11","Gadsden County",1.41,1.19,1.28666666666667
"2022-11-11","Gilchrist County",3.36,2.72,3.04
"2022-11-11","Glades County",0.39,0.28,0.323333333333333
"2022-11-11","Gulf County",1.66,1.19,1.425
"2022-11-11","Hamilton County",2.35,2.32,2.335
"2022-11-11","Hardee County",0.12,0.12,0.12
"2022-11-11","Hendry County",0.31,0,0.11
"2022-11-11","Hernando County",2.82,1.51,2.091
"2022-11-11","Highlands County",2.49,0,0.485
"2022-11-11","Hillsborough County",5.12,0.02,2.12651162790698
"2022-11-11","Holmes County",1.07,0,0.535
"2022-11-11","Indian River County",0.32,0,0.0833333333333333
"2022-11-11","Jackson County",1.24,0.03,0.78
"2022-11-11","Jefferson County",2.26,1.85,2.04666666666667
"2022-11-11","Lafayette County",2.15,2.15,2.15
"2022-11-11","Lake County",1.74,0.05,0.7545
"2022-11-11","Lee County",0.37,0,0.108888888888889
"2022-11-11","Leon County",1.8,0.02,1.39541666666667
"2022-11-11","Levy County",2.48,1.2,1.87571428571429
"2022-11-11","Manatee County",3.44,0.08,1.29466666666667
