"DATE","county","max_prcp","min_prcp","mean_prcp"
"2020-09-13","Alachua County",1.04,0.08,0.480740740740741
"2020-09-13","Baker County",0.41,0.16,0.256666666666667
"2020-09-13","Bay County",0.41,0,0.156
"2020-09-13","Brevard County",2.1,0.2,0.838139534883721
"2020-09-13","Broward County",3.34,0,1.9168
"2020-09-13","Charlotte County",1.9,0,0.963571428571429
"2020-09-13","Citrus County",0.59,0,0.244545454545455
"2020-09-13","Clay County",1.9,0.2,0.837333333333333
"2020-09-13","Collier County",5.66,1.29,3.21692307692308
"2020-09-13","Columbia County",0.88,0.09,0.44
"2020-09-13","DeSoto County",0.64,0.61,0.625
"2020-09-13","Dixie County",0.54,0.16,0.362
"2020-09-13","Duval County",3.36,0.24,0.791153846153846
"2020-09-13","Escambia County",0.48,0,0.245
"2020-09-13","Flagler County",1.56,0.38,0.895625
"2020-09-13","Franklin County",0.47,0.01,0.1625
"2020-09-13","Gadsden County",0.15,0.03,0.082
"2020-09-13","Gilchrist County",0.66,0.6,0.63
"2020-09-13","Glades County",0.68,0.09,0.445
"2020-09-13","Gulf County",0.6,0.6,0.6
"2020-09-13","Hamilton County",0.43,0.43,0.43
"2020-09-13","Hardee County",0.31,0.3,0.305
"2020-09-13","Hendry County",0.62,0.36,0.495
"2020-09-13","Hernando County",0.42,0.02,0.168
"2020-09-13","Highlands County",0.52,0.15,0.324545454545455
"2020-09-13","Hillsborough County",1.27,0.08,0.626829268292683
"2020-09-13","Holmes County",0.11,0.11,0.11
"2020-09-13","Indian River County",0.7,0.27,0.512142857142857
"2020-09-13","Jackson County",0.2,0,0.0666666666666667
"2020-09-13","Jefferson County",0.26,0,0.13
"2020-09-13","Lafayette County",0.14,0.14,0.14
"2020-09-13","Lake County",1.49,0.15,0.525
"2020-09-13","Lee County",4.24,0.78,1.81777777777778
"2020-09-13","Leon County",0.96,0.1,0.387368421052632
"2020-09-13","Levy County",0.62,0.14,0.35
"2020-09-13","Liberty County",0.08,0.04,0.06
"2020-09-13","Manatee County",1.12,0.06,0.266666666666667
"2020-09-13","Marion County",1.13,0.15,0.608571428571429
"2020-09-13","Martin County",2.62,0.76,1.64833333333333
