"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP"
"US1FLHB0160","VALRICO 1.6 NNW, FL US","27.9665","-82.2548","21.9","2020-09-21","0.13"
"US1FLHB0160","VALRICO 1.6 NNW, FL US","27.9665","-82.2548","21.9","2020-09-22","0.00"
"US1FLHB0160","VALRICO 1.6 NNW, FL US","27.9665","-82.2548","21.9","2020-09-23","0.00"
"US1FLHB0160","VALRICO 1.6 NNW, FL US","27.9665","-82.2548","21.9","2020-09-24","0.03"
"US1FLHB0160","VALRICO 1.6 NNW, FL US","27.9665","-82.2548","21.9","2020-09-25","0.05"
"US1FLHB0160","VALRICO 1.6 NNW, FL US","27.9665","-82.2548","21.9","2020-09-26","0.00"
"US1FLHB0160","VALRICO 1.6 NNW, FL US","27.9665","-82.2548","21.9","2020-09-27","0.06"
"US1FLHB0160","VALRICO 1.6 NNW, FL US","27.9665","-82.2548","21.9","2020-09-28","0.07"
"US1FLHB0160","VALRICO 1.6 NNW, FL US","27.9665","-82.2548","21.9","2020-09-29","1.00"
"US1FLHB0160","VALRICO 1.6 NNW, FL US","27.9665","-82.2548","21.9","2020-09-30","0.73"
"US1FLCR0037","NAPLES 7.4 NNE, FL US","26.235972","-81.732528","9.1","2020-09-14",
"US1FLCR0037","NAPLES 7.4 NNE, FL US","26.235972","-81.732528","9.1","2020-09-15","0.63"
"US1FLCR0037","NAPLES 7.4 NNE, FL US","26.235972","-81.732528","9.1","2020-09-16","0.04"
"US1FLCR0037","NAPLES 7.4 NNE, FL US","26.235972","-81.732528","9.1","2020-09-17","0.00"
"US1FLCR0037","NAPLES 7.4 NNE, FL US","26.235972","-81.732528","9.1","2020-09-18","0.00"
"US1FLCR0037","NAPLES 7.4 NNE, FL US","26.235972","-81.732528","9.1","2020-09-19","0.00"
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-13",
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-14",
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-15","0.00"
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-16","0.03"
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-17","0.10"
