"fips_code","county","date","total_outage"
12003,"Baker",2023-05-30,2.5
12003,"Baker",2023-05-31,165.75
12003,"Baker",2023-06-01,0.5
12003,"Baker",2023-06-02,6.25
12003,"Baker",2023-06-03,0.25
12003,"Baker",2023-06-04,0.5
12003,"Baker",2023-06-05,0
12003,"Baker",2023-06-06,49.75
12003,"Baker",2023-06-07,9.75
12003,"Baker",2023-06-08,80
12003,"Baker",2023-06-09,52.25
12003,"Baker",2023-06-10,104.75
12003,"Baker",2023-06-11,76
12003,"Baker",2023-06-12,237.5
12003,"Baker",2023-06-13,140.5
12003,"Baker",2023-06-14,69.75
12003,"Baker",2023-06-15,931.75
12003,"Baker",2023-06-16,1578.75
12003,"Baker",2023-06-17,2
12003,"Baker",2023-06-18,302.25
12003,"Baker",2023-06-19,636
12003,"Baker",2023-06-20,134.25
12003,"Baker",2023-06-21,171.25
12003,"Baker",2023-06-22,29.25
12003,"Baker",2023-06-23,172.25
12003,"Baker",2023-06-24,2634.5
12003,"Baker",2023-06-25,1.25
12003,"Baker",2023-06-26,1.5
12003,"Baker",2023-06-27,756
12003,"Baker",2023-06-28,3989.25
12003,"Baker",2023-06-29,52
12003,"Baker",2023-07-02,37.5
12003,"Baker",2023-07-03,33.5
12003,"Baker",2023-07-04,231.25
12003,"Baker",2023-07-05,10.75
12003,"Baker",2023-07-06,0
12003,"Baker",2023-07-07,60.25
12003,"Baker",2023-07-08,11.75
12003,"Baker",2023-07-09,3444.75
12003,"Baker",2023-07-10,3373.75
12003,"Baker",2023-07-11,310
12003,"Baker",2023-07-12,160
12003,"Baker",2023-07-13,4.5
12003,"Baker",2023-07-14,15.5
12003,"Baker",2023-07-15,275.25
12003,"Baker",2023-07-16,7.5
12003,"Baker",2023-07-17,85.75
12003,"Baker",2023-07-18,27.5
12003,"Baker",2023-07-19,2.25
12003,"Baker",2023-07-21,1
12003,"Baker",2023-07-22,1334.25
12003,"Baker",2023-07-23,2667.25
12003,"Baker",2023-07-24,140.75
12003,"Baker",2023-07-25,437.75
12003,"Baker",2023-07-26,93.5
12003,"Baker",2023-07-27,3.5
12003,"Baker",2023-07-28,35.75
12003,"Baker",2023-07-29,5.25
12003,"Baker",2023-07-30,1382
12003,"Baker",2023-07-31,2652.25
12003,"Baker",2023-08-01,304.25
12003,"Baker",2023-08-02,48.25
12003,"Baker",2023-08-03,0.75
12003,"Baker",2023-08-04,12.25
12003,"Baker",2023-08-05,47.25
12003,"Baker",2023-08-06,94.75
12003,"Baker",2023-08-07,1
12003,"Baker",2023-08-09,4
12003,"Baker",2023-08-10,6
12003,"Baker",2023-08-11,0
12003,"Baker",2023-08-12,11.75
12003,"Baker",2023-08-13,1.25
12003,"Baker",2023-08-14,100
12003,"Baker",2023-08-15,81
12003,"Baker",2023-08-16,117
12003,"Baker",2023-08-17,36.75
12003,"Baker",2023-08-18,126.25
12003,"Baker",2023-08-19,21.25
12003,"Baker",2023-08-21,12.75
12003,"Baker",2023-08-22,5
12003,"Baker",2023-08-23,34.5
12003,"Baker",2023-08-25,9
12003,"Baker",2023-08-26,48.25
12003,"Baker",2023-08-27,14
12003,"Baker",2023-08-28,0
12003,"Baker",2023-08-29,14.25
12003,"Baker",2023-08-30,37877.5
12003,"Baker",2023-08-31,33935.75
12003,"Baker",2023-09-01,3971
12003,"Baker",2023-09-02,19.75
12003,"Baker",2023-09-03,4
12003,"Baker",2023-09-04,2.75
12003,"Baker",2023-09-05,2
12003,"Baker",2023-09-06,101.5
12003,"Baker",2023-09-07,10.5
12003,"Baker",2023-09-08,10.75
12003,"Baker",2023-09-09,14
12003,"Baker",2023-09-10,37.5
12003,"Baker",2023-09-11,92.5
12003,"Baker",2023-09-12,0.75
12003,"Baker",2023-09-13,213.75
12003,"Baker",2023-09-14,72
12003,"Baker",2023-09-15,212
12003,"Baker",2023-09-16,14.5
12003,"Baker",2023-09-17,22
12003,"Baker",2023-09-18,6.75
12003,"Baker",2023-09-19,21.75
12003,"Baker",2023-09-20,2.25
12003,"Baker",2023-09-21,27.75
12003,"Baker",2023-09-23,3
12003,"Baker",2023-09-24,6.25
12003,"Baker",2023-09-25,3
12003,"Baker",2023-09-26,16
12003,"Baker",2023-09-27,12.25
12003,"Baker",2023-09-28,4.5
12003,"Baker",2023-09-29,0
12003,"Baker",2023-09-30,16.25
12003,"Baker",2023-10-02,2.5
12003,"Baker",2023-10-03,186.75
12003,"Baker",2023-10-04,0
12003,"Baker",2023-10-05,107.5
12003,"Baker",2023-10-06,3.25
12003,"Baker",2023-10-07,58.75
12003,"Baker",2023-10-08,3.5
12003,"Baker",2023-10-10,13.75
12003,"Baker",2023-10-12,1091.5
12003,"Baker",2023-10-13,14.25
12003,"Baker",2023-10-14,1.5
12003,"Baker",2023-10-15,4.25
12003,"Baker",2023-10-16,16.5
12003,"Baker",2023-10-17,394.25
12003,"Baker",2023-10-18,51
12003,"Baker",2023-10-19,1.25
12003,"Baker",2023-10-20,52
12003,"Baker",2023-10-22,0.5
12003,"Baker",2023-10-23,135.75
12003,"Baker",2023-10-24,4.75
12003,"Baker",2023-10-25,2.25
12003,"Baker",2023-10-26,6.5
12003,"Baker",2023-10-27,7.5
12003,"Baker",2023-10-28,5
12003,"Baker",2023-10-31,1
12003,"Baker",2023-11-01,431.5
12003,"Baker",2023-11-02,20
12003,"Baker",2023-11-03,27.5
12003,"Baker",2023-11-05,2.75
12003,"Baker",2023-11-06,126.5
12003,"Baker",2023-11-07,0.75
12003,"Baker",2023-11-09,90.5
12003,"Baker",2023-11-10,19
12003,"Baker",2023-11-11,2.5
12003,"Baker",2023-11-12,0
12003,"Baker",2023-11-14,1.75
12003,"Baker",2023-11-16,42.75
12003,"Baker",2023-11-17,48.5
12003,"Baker",2023-11-18,20
12003,"Baker",2023-11-19,4.5
12003,"Baker",2023-11-20,33.25
12003,"Baker",2023-11-21,3
12003,"Baker",2023-11-23,5.5
12003,"Baker",2023-11-24,7
12003,"Baker",2023-11-26,7
12003,"Baker",2023-11-27,3.5
12003,"Baker",2023-11-28,11.75
12003,"Baker",2023-11-29,18.25
12003,"Baker",2023-11-30,1.75
12003,"Baker",2023-12-01,7
12003,"Baker",2023-12-02,2.5
12003,"Baker",2023-12-03,66
12003,"Baker",2023-12-04,250
12003,"Baker",2023-12-05,58.25
12003,"Baker",2023-12-07,0
12003,"Baker",2023-12-08,0.75
12003,"Baker",2023-12-10,18
12003,"Baker",2023-12-11,57
12003,"Baker",2023-12-12,16.75
12003,"Baker",2023-12-14,1
12003,"Baker",2023-12-15,5
12003,"Baker",2023-12-16,0.75
12003,"Baker",2023-12-17,1563
12003,"Baker",2023-12-18,2.5
12003,"Baker",2023-12-19,3.5
12003,"Baker",2023-12-20,0.75
12003,"Baker",2023-12-21,0.75
12003,"Baker",2023-12-27,49.25
12003,"Baker",2023-12-28,57.25
12003,"Baker",2023-12-29,9
12003,"Baker",2023-12-30,1.25
12003,"Baker",2023-12-31,255
12005,"Bay",2023-05-01,30.5
12005,"Bay",2023-05-02,74.5
12005,"Bay",2023-05-03,82.75
12005,"Bay",2023-05-04,274.75
12005,"Bay",2023-05-05,643
12005,"Bay",2023-05-06,197
12005,"Bay",2023-05-07,37.5
12005,"Bay",2023-05-08,117.5
12005,"Bay",2023-05-09,326.75
12005,"Bay",2023-05-10,202
12005,"Bay",2023-05-11,757.25
12005,"Bay",2023-05-12,225.75
12005,"Bay",2023-05-13,706.5
12005,"Bay",2023-05-14,52
12005,"Bay",2023-05-15,47
12005,"Bay",2023-05-16,896.5
12005,"Bay",2023-05-17,1345
12005,"Bay",2023-05-18,521.75
12005,"Bay",2023-05-19,29
12005,"Bay",2023-05-20,701
12005,"Bay",2023-05-21,289.25
12005,"Bay",2023-05-22,141
12005,"Bay",2023-05-23,822
12005,"Bay",2023-05-24,125
12005,"Bay",2023-05-25,112.5
12005,"Bay",2023-05-26,258
12005,"Bay",2023-05-27,10
12005,"Bay",2023-05-28,18.75
12005,"Bay",2023-05-29,144.5
12005,"Bay",2023-05-30,358.5
12005,"Bay",2023-05-31,262.75
12005,"Bay",2023-06-01,708.75
12005,"Bay",2023-06-02,244.75
12005,"Bay",2023-06-03,389.75
12005,"Bay",2023-06-04,177
12005,"Bay",2023-06-05,482.75
12005,"Bay",2023-06-06,145.25
12005,"Bay",2023-06-07,245.5
12005,"Bay",2023-06-08,61.25
12005,"Bay",2023-06-09,1342.5
12005,"Bay",2023-06-10,1432
12005,"Bay",2023-06-11,38.5
12005,"Bay",2023-06-12,50.75
12005,"Bay",2023-06-13,42.25
12005,"Bay",2023-06-14,299.5
12005,"Bay",2023-06-15,133.5
12005,"Bay",2023-06-16,35643
12005,"Bay",2023-06-17,5385.75
12005,"Bay",2023-06-18,1825.25
12005,"Bay",2023-06-19,1270.5
12005,"Bay",2023-06-20,161.25
12005,"Bay",2023-06-21,4923.75
12005,"Bay",2023-06-22,608.25
12005,"Bay",2023-06-23,3505.25
12005,"Bay",2023-06-24,84
12005,"Bay",2023-06-25,5
12005,"Bay",2023-06-26,117
12005,"Bay",2023-06-27,295
12005,"Bay",2023-06-28,112
12005,"Bay",2023-06-29,73.75
12005,"Bay",2023-06-30,128.75
12005,"Bay",2023-07-01,216.25
12005,"Bay",2023-07-02,319.75
12005,"Bay",2023-07-03,1003.25
12005,"Bay",2023-07-04,824.5
12005,"Bay",2023-07-05,836.75
12005,"Bay",2023-07-06,121.5
12005,"Bay",2023-07-07,15.5
12005,"Bay",2023-07-08,11.5
12005,"Bay",2023-07-09,20.75
12005,"Bay",2023-07-10,1208.75
12005,"Bay",2023-07-11,318.5
12005,"Bay",2023-07-12,128.25
12005,"Bay",2023-07-13,399.25
12005,"Bay",2023-07-14,137.25
12005,"Bay",2023-07-15,244
12005,"Bay",2023-07-16,576.5
12005,"Bay",2023-07-17,326.75
12005,"Bay",2023-07-18,262
12005,"Bay",2023-07-19,1923.5
12005,"Bay",2023-07-20,243.5
12005,"Bay",2023-07-21,11744.25
12005,"Bay",2023-07-22,121.25
12005,"Bay",2023-07-23,582.75
12005,"Bay",2023-07-24,731.5
12005,"Bay",2023-07-25,1346.5
12005,"Bay",2023-07-26,52
12005,"Bay",2023-07-27,424
12005,"Bay",2023-07-28,128
12005,"Bay",2023-07-29,1462.25
12005,"Bay",2023-07-30,695.75
12005,"Bay",2023-07-31,1140
12005,"Bay",2023-08-01,3789.75
12005,"Bay",2023-08-02,562.25
12005,"Bay",2023-08-03,19.5
12005,"Bay",2023-08-04,558.75
12005,"Bay",2023-08-05,421.5
12005,"Bay",2023-08-06,182.75
12005,"Bay",2023-08-07,306
12005,"Bay",2023-08-08,597
12005,"Bay",2023-08-09,82
12005,"Bay",2023-08-10,87.75
12005,"Bay",2023-08-11,107.75
12005,"Bay",2023-08-12,54
12005,"Bay",2023-08-13,27.25
12005,"Bay",2023-08-14,623.25
12005,"Bay",2023-08-15,42.75
12005,"Bay",2023-08-16,199.75
12005,"Bay",2023-08-17,48.5
12005,"Bay",2023-08-18,720.5
12005,"Bay",2023-08-19,382
12005,"Bay",2023-08-20,487.5
12005,"Bay",2023-08-21,322.25
12005,"Bay",2023-08-22,124
12005,"Bay",2023-08-23,78.25
12005,"Bay",2023-08-24,4192.5
12005,"Bay",2023-08-25,305
12005,"Bay",2023-08-26,17.5
12005,"Bay",2023-08-27,10878
12005,"Bay",2023-08-28,176.75
12005,"Bay",2023-08-29,468.75
12005,"Bay",2023-08-30,96.75
12005,"Bay",2023-08-31,216
12005,"Bay",2023-09-01,2928
12005,"Bay",2023-09-02,83.5
12005,"Bay",2023-09-03,122
12005,"Bay",2023-09-04,1304.5
12005,"Bay",2023-09-05,283.25
12005,"Bay",2023-09-06,52.5
12005,"Bay",2023-09-07,63
12005,"Bay",2023-09-08,1030
12005,"Bay",2023-09-09,26.25
12005,"Bay",2023-09-10,556.25
12005,"Bay",2023-09-11,143
12005,"Bay",2023-09-12,561.5
12005,"Bay",2023-09-13,8389
12005,"Bay",2023-09-14,159.5
12005,"Bay",2023-09-15,443
12005,"Bay",2023-09-16,141.25
12005,"Bay",2023-09-17,308.5
12005,"Bay",2023-09-18,5691.75
12005,"Bay",2023-09-19,55
12005,"Bay",2023-09-20,105
12005,"Bay",2023-09-21,21.5
12005,"Bay",2023-09-22,63.75
12005,"Bay",2023-09-23,50.5
12005,"Bay",2023-09-24,71.5
12005,"Bay",2023-09-25,251.5
12005,"Bay",2023-09-26,34.25
12005,"Bay",2023-09-27,183.25
12005,"Bay",2023-09-28,327.5
12005,"Bay",2023-09-29,98.25
12005,"Bay",2023-09-30,13.75
12005,"Bay",2023-10-01,184.25
12005,"Bay",2023-10-02,1439
12005,"Bay",2023-10-03,88.5
12005,"Bay",2023-10-04,103
12005,"Bay",2023-10-05,39.5
12005,"Bay",2023-10-06,31
12005,"Bay",2023-10-07,137.25
12005,"Bay",2023-10-08,119.5
12005,"Bay",2023-10-09,41.75
12005,"Bay",2023-10-10,35
12005,"Bay",2023-10-11,294.25
12005,"Bay",2023-10-12,1806.5
12005,"Bay",2023-10-13,868.75
12005,"Bay",2023-10-14,21.75
12005,"Bay",2023-10-15,13.5
12005,"Bay",2023-10-16,54.75
12005,"Bay",2023-10-17,455
12005,"Bay",2023-10-18,146
12005,"Bay",2023-10-19,1265.5
12005,"Bay",2023-10-20,654
12005,"Bay",2023-10-21,15.75
12005,"Bay",2023-10-22,372
12005,"Bay",2023-10-23,70.5
12005,"Bay",2023-10-24,127.75
12005,"Bay",2023-10-25,602
12005,"Bay",2023-10-26,1539.5
12005,"Bay",2023-10-27,1562
12005,"Bay",2023-10-28,1546.5
12005,"Bay",2023-10-29,1570.75
12005,"Bay",2023-10-30,1320
12005,"Bay",2023-10-31,94.25
12005,"Bay",2023-11-01,20.5
12005,"Bay",2023-11-02,728
12005,"Bay",2023-11-03,188.75
12005,"Bay",2023-11-04,478.75
12005,"Bay",2023-11-05,738.5
12005,"Bay",2023-11-06,484.5
12005,"Bay",2023-11-07,309
12005,"Bay",2023-11-08,21
12005,"Bay",2023-11-09,38.5
12005,"Bay",2023-11-10,364.75
12005,"Bay",2023-11-11,2078.75
12005,"Bay",2023-11-12,232.25
12005,"Bay",2023-11-13,59.5
12005,"Bay",2023-11-14,1127
12005,"Bay",2023-11-15,102.5
12005,"Bay",2023-11-16,28.25
12005,"Bay",2023-11-17,54.25
12005,"Bay",2023-11-18,31245.25
12005,"Bay",2023-11-19,20.75
12005,"Bay",2023-11-20,377.75
12005,"Bay",2023-11-21,163.25
12005,"Bay",2023-11-22,3353.75
12005,"Bay",2023-11-23,139.25
12005,"Bay",2023-11-24,201
12005,"Bay",2023-11-25,25.25
12005,"Bay",2023-11-26,424
12005,"Bay",2023-11-27,41.5
12005,"Bay",2023-11-28,386
12005,"Bay",2023-11-29,8
12005,"Bay",2023-11-30,19.5
12005,"Bay",2023-12-01,3.25
12005,"Bay",2023-12-02,512.5
12005,"Bay",2023-12-03,98
12005,"Bay",2023-12-04,35
12005,"Bay",2023-12-05,77.25
12005,"Bay",2023-12-06,622.5
12005,"Bay",2023-12-07,349
12005,"Bay",2023-12-08,80.75
12005,"Bay",2023-12-09,50
12005,"Bay",2023-12-10,193.25
12005,"Bay",2023-12-11,354.75
12005,"Bay",2023-12-12,0.75
12005,"Bay",2023-12-13,2.75
12005,"Bay",2023-12-14,813.5
12005,"Bay",2023-12-15,186.5
12005,"Bay",2023-12-16,10.75
12005,"Bay",2023-12-17,43
12005,"Bay",2023-12-18,13.75
12005,"Bay",2023-12-19,6.75
12005,"Bay",2023-12-20,201
12005,"Bay",2023-12-21,12.5
12005,"Bay",2023-12-22,35
12005,"Bay",2023-12-23,11.5
12005,"Bay",2023-12-24,20.25
12005,"Bay",2023-12-25,20
12005,"Bay",2023-12-26,2109.5
12005,"Bay",2023-12-27,15.25
12005,"Bay",2023-12-28,172
12005,"Bay",2023-12-29,23.75
12005,"Bay",2023-12-30,140
12005,"Bay",2023-12-31,52.5
12007,"Bradford",2023-05-01,175
12007,"Bradford",2023-05-02,26.25
12007,"Bradford",2023-05-03,0
12007,"Bradford",2023-05-04,0
12007,"Bradford",2023-05-05,0.5
12007,"Bradford",2023-05-06,2.25
12007,"Bradford",2023-05-07,2.5
12007,"Bradford",2023-05-08,27
12007,"Bradford",2023-05-09,5.5
12007,"Bradford",2023-05-10,203.5
12007,"Bradford",2023-05-11,42.5
12007,"Bradford",2023-05-12,1
12007,"Bradford",2023-05-13,1.75
12007,"Bradford",2023-05-14,14
12007,"Bradford",2023-05-15,6.75
12007,"Bradford",2023-05-17,1.75
12007,"Bradford",2023-05-18,68.25
12007,"Bradford",2023-05-19,23.75
12007,"Bradford",2023-05-20,4
12007,"Bradford",2023-05-21,12
12007,"Bradford",2023-05-22,265.75
12007,"Bradford",2023-05-23,32.5
12007,"Bradford",2023-05-24,1.75
12007,"Bradford",2023-05-25,18.5
12007,"Bradford",2023-05-27,0
12007,"Bradford",2023-05-28,0
12007,"Bradford",2023-05-29,0
12007,"Bradford",2023-05-30,24.25
12007,"Bradford",2023-05-31,19.75
