"fips_code","county","date","total_outage","prev_outage"
12015,"Charlotte",2022-11-18,288.25,113
12015,"Charlotte",2022-11-19,147.75,288.25
12015,"Charlotte",2022-11-20,286.5,147.75
12015,"Charlotte",2022-11-21,527.75,286.5
12015,"Charlotte",2022-11-22,267.25,527.75
12015,"Charlotte",2022-11-23,2101,267.25
12015,"Charlotte",2022-11-24,1232.5,2101
12017,"Citrus",2022-11-06,441.75,NA
12017,"Citrus",2022-11-07,21.75,441.75
12017,"Citrus",2022-11-08,480,21.75
12017,"Citrus",2022-11-09,15.25,480
12017,"Citrus",2022-11-10,8581.75,15.25
12017,"Citrus",2022-11-11,1175.5,8581.75
12017,"Citrus",2022-11-12,78.5,1175.5
12017,"Citrus",2022-11-13,23.5,78.5
12017,"Citrus",2022-11-14,85,23.5
12017,"Citrus",2022-11-15,9.75,85
12017,"Citrus",2022-11-16,57.75,9.75
12017,"Citrus",2022-11-17,90.75,57.75
12017,"Citrus",2022-11-18,13,90.75
12017,"Citrus",2022-11-19,53,13
12017,"Citrus",2022-11-20,67.5,53
12017,"Citrus",2022-11-21,266.75,67.5
12017,"Citrus",2022-11-22,78,266.75
12017,"Citrus",2022-11-23,8.25,78
12017,"Citrus",2022-11-24,62,8.25
12019,"Clay",2022-11-06,2991.5,NA
12019,"Clay",2022-11-07,190.25,2991.5
12019,"Clay",2022-11-08,174.5,190.25
12019,"Clay",2022-11-09,311.5,174.5
12019,"Clay",2022-11-10,44116.25,311.5
12019,"Clay",2022-11-11,3794,44116.25
12019,"Clay",2022-11-12,293.5,3794
12019,"Clay",2022-11-13,40.25,293.5
12019,"Clay",2022-11-14,85.5,40.25
12019,"Clay",2022-11-15,129.25,85.5
12019,"Clay",2022-11-16,9.5,129.25
12019,"Clay",2022-11-17,22.25,9.5
12019,"Clay",2022-11-18,57.75,22.25
12019,"Clay",2022-11-19,7.75,57.75
12019,"Clay",2022-11-20,481.5,7.75
12019,"Clay",2022-11-21,24.75,481.5
12019,"Clay",2022-11-22,585.5,24.75
12019,"Clay",2022-11-23,234.5,585.5
12019,"Clay",2022-11-24,40.75,234.5
12021,"Collier",2022-11-06,799.75,NA
12021,"Collier",2022-11-07,846.75,799.75
12021,"Collier",2022-11-08,1275.5,846.75
12021,"Collier",2022-11-09,2484.75,1275.5
12021,"Collier",2022-11-10,6357.5,2484.75
12021,"Collier",2022-11-11,0,6357.5
12021,"Collier",2022-11-12,0,0
12021,"Collier",2022-11-13,0,0
12021,"Collier",2022-11-14,0,0
12021,"Collier",2022-11-15,0,0
12021,"Collier",2022-11-16,0,0
12021,"Collier",2022-11-17,228.25,0
12021,"Collier",2022-11-18,2526,228.25
12021,"Collier",2022-11-19,284.5,2526
12021,"Collier",2022-11-20,1257.25,284.5
12021,"Collier",2022-11-21,414.25,1257.25
12021,"Collier",2022-11-22,653.25,414.25
12021,"Collier",2022-11-23,572.5,653.25
12021,"Collier",2022-11-24,122,572.5
12023,"Columbia",2022-11-06,160,NA
12023,"Columbia",2022-11-07,15,160
12023,"Columbia",2022-11-08,30.25,15
12023,"Columbia",2022-11-09,23.25,30.25
12023,"Columbia",2022-11-10,14961,23.25
12023,"Columbia",2022-11-11,28454.25,14961
12023,"Columbia",2022-11-12,27,28454.25
12023,"Columbia",2022-11-13,41.25,27
12023,"Columbia",2022-11-14,3.5,41.25
12023,"Columbia",2022-11-15,3.5,3.5
12023,"Columbia",2022-11-16,0.5,3.5
12023,"Columbia",2022-11-17,0,0.5
12023,"Columbia",2022-11-18,3.75,0
12023,"Columbia",2022-11-19,2.25,3.75
12023,"Columbia",2022-11-20,16.5,2.25
12023,"Columbia",2022-11-21,12,16.5
12023,"Columbia",2022-11-22,24,12
12023,"Columbia",2022-11-23,4.5,24
12023,"Columbia",2022-11-24,1,4.5
12027,"DeSoto",2022-11-06,36.75,NA
12027,"DeSoto",2022-11-07,91.75,36.75
12027,"DeSoto",2022-11-08,2225.5,91.75
12027,"DeSoto",2022-11-09,105.25,2225.5
12027,"DeSoto",2022-11-10,2909.75,105.25
12027,"DeSoto",2022-11-11,110,2909.75
12027,"DeSoto",2022-11-12,0,110
12027,"DeSoto",2022-11-13,0,0
12027,"DeSoto",2022-11-14,0,0
12027,"DeSoto",2022-11-15,2.5,0
12027,"DeSoto",2022-11-16,0,2.5
12027,"DeSoto",2022-11-17,7.25,0
12027,"DeSoto",2022-11-18,41.75,7.25
12027,"DeSoto",2022-11-19,36.5,41.75
12027,"DeSoto",2022-11-20,30.75,36.5
12027,"DeSoto",2022-11-21,45.5,30.75
12027,"DeSoto",2022-11-22,200.25,45.5
12027,"DeSoto",2022-11-23,58.75,200.25
12027,"DeSoto",2022-11-24,48,58.75
12029,"Dixie",2022-11-06,2.25,NA
12029,"Dixie",2022-11-07,5.5,2.25
12029,"Dixie",2022-11-08,85.5,5.5
12029,"Dixie",2022-11-09,3186.5,85.5
12029,"Dixie",2022-11-10,4345.75,3186.5
12029,"Dixie",2022-11-11,662.75,4345.75
12029,"Dixie",2022-11-12,450.5,662.75
12029,"Dixie",2022-11-13,7.25,450.5
12029,"Dixie",2022-11-14,29.25,7.25
12029,"Dixie",2022-11-15,22.25,29.25
12029,"Dixie",2022-11-16,8.5,22.25
12029,"Dixie",2022-11-17,322,8.5
12029,"Dixie",2022-11-18,216.75,322
12029,"Dixie",2022-11-19,0,216.75
12029,"Dixie",2022-11-20,2.25,0
12029,"Dixie",2022-11-22,0,2.25
12029,"Dixie",2022-11-23,0.75,0
12031,"Duval",2022-11-06,155,NA
12031,"Duval",2022-11-07,146,155
12031,"Duval",2022-11-08,2712,146
12031,"Duval",2022-11-09,5946.25,2712
12031,"Duval",2022-11-10,113966,5946.25
12031,"Duval",2022-11-11,12140.5,113966
12031,"Duval",2022-11-12,1527,12140.5
12031,"Duval",2022-11-13,1406.75,1527
12031,"Duval",2022-11-14,1083,1406.75
12031,"Duval",2022-11-15,815.5,1083
12031,"Duval",2022-11-16,295.75,815.5
12031,"Duval",2022-11-17,3354,295.75
12031,"Duval",2022-11-18,1921.5,3354
12031,"Duval",2022-11-19,16,1921.5
12031,"Duval",2022-11-20,195.75,16
12031,"Duval",2022-11-21,164,195.75
12031,"Duval",2022-11-22,2076.5,164
12031,"Duval",2022-11-23,613.25,2076.5
12031,"Duval",2022-11-24,705.5,613.25
12033,"Escambia",2022-11-06,109,NA
12033,"Escambia",2022-11-07,100.75,109
12033,"Escambia",2022-11-08,72.5,100.75
12033,"Escambia",2022-11-09,164.5,72.5
12033,"Escambia",2022-11-10,30.75,164.5
12033,"Escambia",2022-11-11,161.25,30.75
12033,"Escambia",2022-11-12,364.25,161.25
12033,"Escambia",2022-11-13,1350.25,364.25
12033,"Escambia",2022-11-14,60.75,1350.25
12033,"Escambia",2022-11-15,451,60.75
12033,"Escambia",2022-11-16,586.25,451
12033,"Escambia",2022-11-17,818.5,586.25
12033,"Escambia",2022-11-18,234.25,818.5
12033,"Escambia",2022-11-19,239,234.25
12033,"Escambia",2022-11-20,1435,239
12033,"Escambia",2022-11-21,279.5,1435
12033,"Escambia",2022-11-22,617.25,279.5
12033,"Escambia",2022-11-23,52.5,617.25
12033,"Escambia",2022-11-24,227.5,52.5
12035,"Flagler",2022-11-06,72,NA
12035,"Flagler",2022-11-07,166.75,72
12035,"Flagler",2022-11-08,121.75,166.75
12035,"Flagler",2022-11-09,3843.75,121.75
12035,"Flagler",2022-11-10,44214.75,3843.75
12035,"Flagler",2022-11-11,15810,44214.75
12035,"Flagler",2022-11-12,0,15810
12035,"Flagler",2022-11-13,0,0
12035,"Flagler",2022-11-14,0,0
12035,"Flagler",2022-11-16,0,0
12035,"Flagler",2022-11-17,1,0
12035,"Flagler",2022-11-18,4.5,1
12035,"Flagler",2022-11-19,5.5,4.5
12035,"Flagler",2022-11-20,131,5.5
12035,"Flagler",2022-11-21,29.5,131
12035,"Flagler",2022-11-22,7.5,29.5
12035,"Flagler",2022-11-23,8.75,7.5
12035,"Flagler",2022-11-24,11.5,8.75
12037,"Franklin",2022-11-06,1.25,NA
12037,"Franklin",2022-11-07,1,1.25
12037,"Franklin",2022-11-08,99.75,1
12037,"Franklin",2022-11-09,15,99.75
12037,"Franklin",2022-11-10,381.75,15
12037,"Franklin",2022-11-11,384,381.75
12037,"Franklin",2022-11-12,0,384
12037,"Franklin",2022-11-13,1295.75,0
12037,"Franklin",2022-11-14,13.5,1295.75
12037,"Franklin",2022-11-15,6.25,13.5
12037,"Franklin",2022-11-16,5,6.25
12037,"Franklin",2022-11-17,6.25,5
12037,"Franklin",2022-11-18,2.5,6.25
12037,"Franklin",2022-11-19,0,2.5
12037,"Franklin",2022-11-20,3,0
12037,"Franklin",2022-11-21,6.25,3
12037,"Franklin",2022-11-22,12.5,6.25
12037,"Franklin",2022-11-24,1,12.5
12039,"Gadsden",2022-11-06,0,NA
12039,"Gadsden",2022-11-07,10.75,0
12039,"Gadsden",2022-11-08,15.5,10.75
12039,"Gadsden",2022-11-09,4.25,15.5
12039,"Gadsden",2022-11-10,1399,4.25
12039,"Gadsden",2022-11-11,311,1399
12039,"Gadsden",2022-11-12,3.25,311
12039,"Gadsden",2022-11-13,5.5,3.25
12039,"Gadsden",2022-11-14,52.5,5.5
12039,"Gadsden",2022-11-15,8,52.5
12039,"Gadsden",2022-11-16,5.75,8
12039,"Gadsden",2022-11-17,9.5,5.75
12039,"Gadsden",2022-11-18,22,9.5
12039,"Gadsden",2022-11-19,0,22
12039,"Gadsden",2022-11-20,6,0
12039,"Gadsden",2022-11-21,2,6
12039,"Gadsden",2022-11-22,28,2
12039,"Gadsden",2022-11-23,4,28
12039,"Gadsden",2022-11-24,3,4
12041,"Gilchrist",2022-11-06,47.5,NA
12041,"Gilchrist",2022-11-07,125.25,47.5
12041,"Gilchrist",2022-11-08,30.5,125.25
12041,"Gilchrist",2022-11-09,5.5,30.5
12041,"Gilchrist",2022-11-10,10006.75,5.5
12041,"Gilchrist",2022-11-11,1452.5,10006.75
12041,"Gilchrist",2022-11-12,1071,1452.5
12041,"Gilchrist",2022-11-13,20.25,1071
12041,"Gilchrist",2022-11-14,17,20.25
12041,"Gilchrist",2022-11-15,2.5,17
12041,"Gilchrist",2022-11-16,48,2.5
12041,"Gilchrist",2022-11-17,7.25,48
