"fips_code","county","date","total_outage","prev_outage"
12015,"Charlotte",2020-11-12,18476.75,15375.75
12015,"Charlotte",2020-11-13,3425.5,18476.75
12015,"Charlotte",2020-11-14,205.25,3425.5
12015,"Charlotte",2020-11-15,36,205.25
12015,"Charlotte",2020-11-16,52.75,36
12015,"Charlotte",2020-11-17,63.25,52.75
12015,"Charlotte",2020-11-18,95.75,63.25
12015,"Charlotte",2020-11-19,139,95.75
12015,"Charlotte",2020-11-20,74.25,139
12015,"Charlotte",2020-11-21,1074,74.25
12015,"Charlotte",2020-11-22,1076.5,1074
12015,"Charlotte",2020-11-23,3102.25,1076.5
12017,"Citrus",2020-11-05,218.75,NA
12017,"Citrus",2020-11-06,23,218.75
12017,"Citrus",2020-11-07,130.75,23
12017,"Citrus",2020-11-08,733,130.75
12017,"Citrus",2020-11-09,14429.25,733
12017,"Citrus",2020-11-10,322.5,14429.25
12017,"Citrus",2020-11-11,76.25,322.5
12017,"Citrus",2020-11-12,23287.5,76.25
12017,"Citrus",2020-11-13,142.25,23287.5
12017,"Citrus",2020-11-14,32.25,142.25
12017,"Citrus",2020-11-15,93.5,32.25
12017,"Citrus",2020-11-16,25.5,93.5
12017,"Citrus",2020-11-17,60.75,25.5
12017,"Citrus",2020-11-18,122,60.75
12017,"Citrus",2020-11-19,52.25,122
12017,"Citrus",2020-11-20,790.5,52.25
12017,"Citrus",2020-11-21,17.5,790.5
12017,"Citrus",2020-11-22,7.25,17.5
12017,"Citrus",2020-11-23,66,7.25
12019,"Clay",2020-11-05,47.5,NA
12019,"Clay",2020-11-06,166,47.5
12019,"Clay",2020-11-07,28.25,166
12019,"Clay",2020-11-08,107,28.25
12019,"Clay",2020-11-09,169.75,107
12019,"Clay",2020-11-10,327.5,169.75
12019,"Clay",2020-11-11,81,327.5
12019,"Clay",2020-11-12,442.75,81
12019,"Clay",2020-11-13,43.75,442.75
12019,"Clay",2020-11-14,2132,43.75
12019,"Clay",2020-11-15,1598.75,2132
12019,"Clay",2020-11-16,129.5,1598.75
12019,"Clay",2020-11-17,200,129.5
12019,"Clay",2020-11-18,30.5,200
12019,"Clay",2020-11-19,28.75,30.5
12019,"Clay",2020-11-20,7.75,28.75
12019,"Clay",2020-11-21,68,7.75
12019,"Clay",2020-11-22,56.25,68
